Water [kg],Cement [kg],Sand [kg],CA [kg],smax [mm],SP [kg],Fiber type,ρf,Vf [%],df [mm],Lf [mm],fcy [MPa],w/c,s/a,a/c,Lf /df ,ρfLf /df ,Lf_df_ratio,rho_f_x_Lf_df,fiber_factor
180.0,400.0,713.8,1027.2,31.5,5.4,Hooked,1.0,0.19,0.75,60.0,44.98,0.45,0.409994256174612,4.3525,80.0,80.0,80.0,80.0,15.2
180.0,400.0,713.8,1027.2,31.5,5.8,Hooked,1.0,0.32,0.75,60.0,45.45,0.45,0.409994256174612,4.3525,80.0,80.0,80.0,80.0,25.6
180.0,400.0,713.8,1027.2,31.5,6.2,Hooked,1.0,0.45,0.75,60.0,41.13,0.45,0.409994256174612,4.3525,80.0,80.0,80.0,80.0,36.0
180.0,400.0,713.8,1027.2,31.5,6.6,Hooked,1.0,0.58,0.75,60.0,46.65,0.45,0.409994256174612,4.3525,80.0,80.0,80.0,80.0,46.4
182.0,280.0,762.6,1097.4,31.5,3.4,Hooked,1.0,0.19,0.75,60.0,29.79,0.65,0.41,6.64285714285714,80.0,80.0,80.0,80.0,15.2
182.0,280.0,762.6,1097.4,31.5,4.2,Hooked,1.0,0.32,0.75,60.0,30.08,0.65,0.41,6.64285714285714,80.0,80.0,80.0,80.0,25.6
182.0,280.0,762.6,1097.4,31.5,5.0,Hooked,1.0,0.45,0.75,60.0,29.72,0.65,0.41,6.64285714285714,80.0,80.0,80.0,80.0,36.0
182.0,280.0,762.6,1097.4,31.5,5.6,Hooked,1.0,0.58,0.75,60.0,31.03,0.65,0.41,6.64285714285714,80.0,80.0,80.0,80.0,46.4
192.5,350.0,720.8,1037.2,31.5,5.3,Hooked,1.0,0.26,0.75,60.0,39.26,0.55,0.410011376564277,5.02285714285714,80.0,80.0,80.0,80.0,20.8
192.5,350.0,720.8,1037.2,31.5,5.6,Hooked,1.0,0.38,0.75,60.0,37.86,0.55,0.410011376564277,5.02285714285714,80.0,80.0,80.0,80.0,30.4
192.5,350.0,720.8,1037.2,31.5,5.6,Hooked,1.0,0.51,0.75,60.0,39.86,0.55,0.410011376564277,5.02285714285714,80.0,80.0,80.0,80.0,40.8
192.5,350.0,720.8,1037.2,31.5,5.3,Hooked,1.0,0.32,0.9,60.0,37.5,0.55,0.410011376564277,5.02285714285714,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,21.3333333333333
192.5,350.0,720.8,1037.2,31.5,5.3,Hooked,1.0,0.45,0.9,60.0,37.98,0.55,0.410011376564277,5.02285714285714,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,30.0
192.5,350.0,720.8,1037.2,31.5,5.6,Hooked,1.0,0.58,0.9,60.0,38.38,0.55,0.410011376564277,5.02285714285714,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,38.6666666666667
192.5,350.0,720.8,1037.2,31.5,5.3,Hooked,1.0,0.38,0.55,30.0,37.27,0.55,0.410011376564277,5.02285714285714,54.5454545454545,54.5454545454545,54.5454545454545,54.5454545454545,20.7272727272727
192.5,350.0,720.8,1037.2,31.5,5.3,Hooked,1.0,0.51,0.55,30.0,36.83,0.55,0.410011376564277,5.02285714285714,54.5454545454545,54.5454545454545,54.5454545454545,54.5454545454545,27.8181818181818
192.5,350.0,720.8,1037.2,31.5,5.6,Hooked,1.0,0.64,0.55,30.0,37.29,0.55,0.410011376564277,5.02285714285714,54.5454545454545,54.5454545454545,54.5454545454545,54.5454545454545,34.9090909090909
177.0,385.0,920.0,887.0,19.0,2.31,No fiber,0.0,0.0,0.0,0.0,31.4666666666667,0.45974025974026,0.509131156613171,4.69350649350649,0.0,0.0,0.0,0.0,0.0
177.0,385.0,914.0,877.0,19.0,3.9,Hooked,1.0,0.5,0.75,60.0,35.3142857142857,0.45974025974026,0.510329424902289,4.65194805194805,80.0,80.0,80.0,80.0,40.0
177.0,385.0,907.0,871.0,19.0,4.6,Hooked,1.0,1.0,0.75,60.0,36.0,0.45974025974026,0.510123734533183,4.61818181818182,80.0,80.0,80.0,80.0,80.0
177.0,354.0,915.0,878.0,19.0,2.478,No fiber,0.0,0.0,0.0,0.0,38.0038095238095,0.5,0.51031790295594,5.06497175141243,0.0,0.0,0.0,0.0,0.0
177.0,354.0,908.0,873.0,19.0,4.3,Hooked,1.0,0.5,0.75,60.0,40.9828571428571,0.5,0.509825940482875,5.03107344632768,80.0,80.0,80.0,80.0,40.0
177.0,354.0,901.0,866.0,19.0,5.0,Hooked,1.0,1.0,0.75,60.0,42.1333333333333,0.5,0.509903791737408,4.99152542372881,80.0,80.0,80.0,80.0,80.0
162.0,450.0,912.0,877.0,19.0,4.95,No fiber,0.0,0.0,0.0,0.0,42.3466666666667,0.36,0.509782001117943,3.97555555555556,0.0,0.0,0.0,0.0,0.0
162.0,450.0,906.0,868.0,19.0,5.9,Hooked,1.0,0.5,0.75,60.0,44.5257142857143,0.36,0.510710259301015,3.94222222222222,80.0,80.0,80.0,80.0,40.0
162.0,450.0,899.0,864.0,19.0,6.5,Hooked,1.0,1.0,0.75,60.0,45.8742857142857,0.36,0.509926262053318,3.91777777777778,80.0,80.0,80.0,80.0,80.0
162.0,414.0,906.0,870.0,19.0,4.968,No fiber,0.0,0.0,0.0,0.0,48.2590476190476,0.391304347826087,0.510135135135135,4.28985507246377,0.0,0.0,0.0,0.0,0.0
162.0,414.0,899.0,864.0,19.0,6.1,Hooked,1.0,0.5,0.75,60.0,50.9485714285714,0.391304347826087,0.509926262053318,4.25845410628019,80.0,80.0,80.0,80.0,40.0
162.0,414.0,893.0,858.0,19.0,6.3,Hooked,1.0,1.0,0.75,60.0,53.3104761904762,0.391304347826087,0.509994288977727,4.22946859903382,80.0,80.0,80.0,80.0,80.0
181.2,453.0,624.0,1242.0,22.0,1.0,No fiber,0.0,0.0,0.0,0.0,21.68,0.4,0.334405144694534,4.11920529801325,0.0,0.0,0.0,0.0,0.0
181.2,453.0,624.0,1242.0,22.0,1.0,Hooked,1.0,0.4,0.75,60.0,22.32,0.4,0.334405144694534,4.11920529801325,80.0,80.0,80.0,80.0,32.0
181.2,453.0,624.0,1242.0,22.0,1.0,Hooked,1.0,0.6,0.75,60.0,23.36,0.4,0.334405144694534,4.11920529801325,80.0,80.0,80.0,80.0,48.0
181.2,453.0,624.0,1242.0,22.0,1.0,Hooked,1.0,0.8,0.75,60.0,25.28,0.4,0.334405144694534,4.11920529801325,80.0,80.0,80.0,80.0,64.0
230.2,338.0,1049.2,760.0,10.0,0.7,No fiber,0.0,0.0,0.0,0.0,28.08,0.681065088757396,0.579924828653549,5.35266272189349,0.0,0.0,0.0,0.0,0.0
230.2,338.0,1049.2,760.0,10.0,0.7,Hooked,1.0,0.5,0.75,60.0,25.6,0.681065088757396,0.579924828653549,5.35266272189349,80.0,80.0,80.0,80.0,40.0
230.2,338.0,1049.2,760.0,10.0,0.7,Hooked,1.0,0.75,0.75,60.0,26.4,0.681065088757396,0.579924828653549,5.35266272189349,80.0,80.0,80.0,80.0,60.0
230.2,338.0,1049.2,760.0,10.0,0.7,Hooked,1.0,1.0,0.75,60.0,27.65,0.681065088757396,0.579924828653549,5.35266272189349,80.0,80.0,80.0,80.0,80.0
230.2,338.0,1049.2,760.0,10.0,0.7,Hooked,1.0,1.25,0.75,60.0,28.01,0.681065088757396,0.579924828653549,5.35266272189349,80.0,80.0,80.0,80.0,100.0
175.0,350.0,952.2,1398.8,20.0,4.5,No fiber,0.0,0.0,0.0,0.0,25.0895238095238,0.5,0.405019140791153,6.71714285714286,0.0,0.0,0.0,0.0,0.0
175.0,350.0,952.2,1398.8,20.0,4.5,Hooked,1.0,0.5,0.9,60.0,35.5580952380952,0.5,0.405019140791153,6.71714285714286,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,33.3333333333333
175.0,350.0,952.2,1398.8,20.0,4.5,Hooked,1.0,1.0,0.9,60.0,40.7619047619048,0.5,0.405019140791153,6.71714285714286,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667
175.0,350.0,952.2,1398.8,20.0,4.5,Hooked,1.0,1.5,0.9,60.0,34.0342857142857,0.5,0.405019140791153,6.71714285714286,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,100.0
175.0,350.0,952.2,1398.8,20.0,4.5,Hooked,1.0,0.5,0.75,60.0,27.2990476190476,0.5,0.405019140791153,6.71714285714286,80.0,80.0,80.0,80.0,40.0
175.0,350.0,952.2,1398.8,20.0,4.5,Hooked,1.0,1.0,0.75,60.0,22.4914285714286,0.5,0.405019140791153,6.71714285714286,80.0,80.0,80.0,80.0,80.0
175.0,350.0,952.2,1398.8,20.0,4.5,Hooked,1.0,1.5,0.75,60.0,21.4019047619048,0.5,0.405019140791153,6.71714285714286,80.0,80.0,80.0,80.0,120.0
175.0,350.0,952.2,1360.0,20.0,4.5,No fiber,0.0,0.0,0.0,0.0,35.0476190476191,0.5,0.411815586886948,6.60628571428571,0.0,0.0,0.0,0.0,0.0
175.0,350.0,952.2,1360.0,20.0,4.5,Hooked,1.0,0.5,0.9,60.0,29.8438095238095,0.5,0.411815586886948,6.60628571428571,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,33.3333333333333
175.0,350.0,952.2,1360.0,20.0,4.5,Hooked,1.0,1.0,0.9,60.0,35.2533333333333,0.5,0.411815586886948,6.60628571428571,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667
175.0,350.0,952.2,1360.0,20.0,4.5,Hooked,1.0,1.5,0.9,60.0,39.5961904761905,0.5,0.411815586886948,6.60628571428571,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,100.0
175.0,350.0,952.2,1360.0,20.0,4.5,Hooked,1.0,0.5,0.75,60.0,34.3847619047619,0.5,0.411815586886948,6.60628571428571,80.0,80.0,80.0,80.0,40.0
175.0,350.0,952.2,1360.0,20.0,4.5,Hooked,1.0,1.0,0.75,60.0,36.8228571428571,0.5,0.411815586886948,6.60628571428571,80.0,80.0,80.0,80.0,80.0
175.0,350.0,952.2,1360.0,20.0,4.5,Hooked,1.0,1.5,0.75,60.0,37.1047619047619,0.5,0.411815586886948,6.60628571428571,80.0,80.0,80.0,80.0,120.0
175.0,350.0,952.2,1340.6,20.0,4.5,No fiber,0.0,0.0,0.0,0.0,33.2190476190476,0.5,0.415300069783671,6.55085714285714,0.0,0.0,0.0,0.0,0.0
175.0,350.0,952.2,1340.6,20.0,4.5,Hooked,1.0,0.5,0.9,60.0,32.9676190476191,0.5,0.415300069783671,6.55085714285714,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,33.3333333333333
175.0,350.0,952.2,1340.6,20.0,4.5,Hooked,1.0,1.0,0.9,60.0,36.0914285714286,0.5,0.415300069783671,6.55085714285714,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667
175.0,350.0,952.2,1340.6,20.0,4.5,Hooked,1.0,1.5,0.9,60.0,34.1561904761905,0.5,0.415300069783671,6.55085714285714,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,100.0
175.0,350.0,952.2,1340.6,20.0,4.5,Hooked,1.0,0.5,0.75,60.0,35.5809523809524,0.5,0.415300069783671,6.55085714285714,80.0,80.0,80.0,80.0,40.0
175.0,350.0,952.2,1340.6,20.0,4.5,Hooked,1.0,1.0,0.75,60.0,33.3942857142857,0.5,0.415300069783671,6.55085714285714,80.0,80.0,80.0,80.0,80.0
175.0,350.0,952.2,1340.6,20.0,4.5,Hooked,1.0,1.5,0.75,60.0,35.9847619047619,0.5,0.415300069783671,6.55085714285714,80.0,80.0,80.0,80.0,120.0
175.0,350.0,952.2,1321.2,20.0,4.5,No fiber,0.0,0.0,0.0,0.0,32.6857142857143,0.5,0.418844022169438,6.49542857142857,0.0,0.0,0.0,0.0,0.0
175.0,350.0,952.2,1321.2,20.0,4.5,Hooked,1.0,0.5,0.9,60.0,34.1333333333333,0.5,0.418844022169438,6.49542857142857,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,33.3333333333333
175.0,350.0,952.2,1321.2,20.0,4.5,Hooked,1.0,1.0,0.9,60.0,36.8761904761905,0.5,0.418844022169438,6.49542857142857,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667
175.0,350.0,952.2,1321.2,20.0,4.5,Hooked,1.0,1.5,0.9,60.0,37.28,0.5,0.418844022169438,6.49542857142857,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,100.0
175.0,350.0,952.2,1321.2,20.0,4.5,Hooked,1.0,0.5,0.75,60.0,36.6247619047619,0.5,0.418844022169438,6.49542857142857,80.0,80.0,80.0,80.0,40.0
175.0,350.0,952.2,1321.2,20.0,4.5,Hooked,1.0,1.0,0.75,60.0,37.2571428571429,0.5,0.418844022169438,6.49542857142857,80.0,80.0,80.0,80.0,80.0
175.0,350.0,952.2,1321.2,20.0,4.5,Hooked,1.0,1.5,0.75,60.0,36.3657142857143,0.5,0.418844022169438,6.49542857142857,80.0,80.0,80.0,80.0,120.0
179.0,325.0,891.0,965.0,19.0,0.9,No fiber,0.0,0.0,0.0,0.0,47.2,0.550769230769231,0.480064655172414,5.71076923076923,0.0,0.0,0.0,0.0,0.0
179.0,325.0,891.0,965.0,19.0,0.9,Hooked,1.0,0.33,0.75,60.0,47.9,0.550769230769231,0.480064655172414,5.71076923076923,80.0,80.0,80.0,80.0,26.4
179.0,325.0,891.0,965.0,19.0,0.9,Hooked,1.0,0.67,0.75,60.0,48.3,0.550769230769231,0.480064655172414,5.71076923076923,80.0,80.0,80.0,80.0,53.6
179.0,325.0,891.0,965.0,19.0,0.9,Hooked,1.0,1.0,0.75,60.0,49.2,0.550769230769231,0.480064655172414,5.71076923076923,80.0,80.0,80.0,80.0,80.0
179.0,325.0,891.0,965.0,19.0,0.9,Hooked,1.0,0.33,0.71,60.0,49.4,0.550769230769231,0.480064655172414,5.71076923076923,84.5070422535211,84.5070422535211,84.5070422535211,84.5070422535211,27.887323943662
179.0,325.0,891.0,965.0,19.0,0.9,Hooked,1.0,0.67,0.71,60.0,47.5,0.550769230769231,0.480064655172414,5.71076923076923,84.5070422535211,84.5070422535211,84.5070422535211,84.5070422535211,56.6197183098592
179.0,325.0,891.0,965.0,19.0,0.9,Hooked,1.0,1.0,0.71,60.0,50.9,0.550769230769231,0.480064655172414,5.71076923076923,84.5070422535211,84.5070422535211,84.5070422535211,84.5070422535211,84.5070422535211
178.0,396.0,842.0,913.0,19.0,1.4,No fiber,0.0,0.0,0.0,0.0,56.8,0.44949494949495,0.47977207977208,4.43181818181818,0.0,0.0,0.0,0.0,0.0
178.0,396.0,842.0,913.0,19.0,1.4,Hooked,1.0,0.33,0.75,60.0,59.6,0.44949494949495,0.47977207977208,4.43181818181818,80.0,80.0,80.0,80.0,26.4
178.0,396.0,842.0,913.0,19.0,1.4,Hooked,1.0,0.67,0.75,60.0,60.5,0.44949494949495,0.47977207977208,4.43181818181818,80.0,80.0,80.0,80.0,53.6
178.0,396.0,842.0,913.0,19.0,1.4,Hooked,1.0,1.0,0.75,60.0,59.9,0.44949494949495,0.47977207977208,4.43181818181818,80.0,80.0,80.0,80.0,80.0
178.0,396.0,842.0,913.0,19.0,1.4,Hooked,1.0,0.33,0.71,60.0,56.9,0.44949494949495,0.47977207977208,4.43181818181818,84.5070422535211,84.5070422535211,84.5070422535211,84.5070422535211,27.887323943662
178.0,396.0,842.0,913.0,19.0,1.4,Hooked,1.0,0.67,0.71,60.0,59.4,0.44949494949495,0.47977207977208,4.43181818181818,84.5070422535211,84.5070422535211,84.5070422535211,84.5070422535211,56.6197183098592
178.0,396.0,842.0,913.0,19.0,1.4,Hooked,1.0,1.0,0.71,60.0,61.1,0.44949494949495,0.47977207977208,4.43181818181818,84.5070422535211,84.5070422535211,84.5070422535211,84.5070422535211,84.5070422535211
175.6,351.0,914.8,994.7,22.0,2.7,Hooked,1.0,0.26,1.0,50.0,33.28,0.5002849002849,0.479078292746792,5.44017094017094,50.0,50.0,50.0,50.0,13.0
175.6,351.0,914.8,994.7,22.0,2.7,Hooked,1.0,0.45,1.0,50.0,33.36,0.5002849002849,0.479078292746792,5.44017094017094,50.0,50.0,50.0,50.0,22.5
205.3,311.0,665.0,1170.0,20.0,3.1,No fiber,0.0,0.0,0.0,0.0,31.2,0.660128617363344,0.362397820163488,5.90032154340836,0.0,0.0,0.0,0.0,0.0
205.0,366.0,623.0,1156.0,20.0,4.4,No fiber,0.0,0.0,0.0,0.0,42.4,0.560109289617486,0.350196739741428,4.86065573770492,0.0,0.0,0.0,0.0,0.0
205.3,311.0,665.0,1170.0,20.0,3.1,Hooked,1.0,1.0,0.4,25.0,36.0,0.660128617363344,0.362397820163488,5.90032154340836,62.5,62.5,62.5,62.5,62.5
205.0,366.0,623.0,1156.0,20.0,4.4,Hooked,1.0,1.0,0.4,25.0,48.0,0.560109289617486,0.350196739741428,4.86065573770492,62.5,62.5,62.5,62.5,62.5
169.8,283.0,705.0,1071.0,10.0,2.8,Hooked,1.0,1.0,0.62,30.0,23.3,0.6,0.396959459459459,6.2756183745583,48.3870967741936,48.3870967741936,48.3870967741936,48.3870967741936,48.3870967741936
177.6,296.0,838.0,968.0,10.0,3.3,Hooked,1.0,1.5,0.62,30.0,30.0,0.6,0.464008859357697,6.10135135135135,48.3870967741936,48.3870967741936,48.3870967741936,48.3870967741936,72.5806451612903
220.0,440.0,1225.0,366.0,10.0,3.0,No fiber,0.0,0.0,0.0,0.0,37.28,0.5,0.769956002514142,3.61590909090909,0.0,0.0,0.0,0.0,0.0
220.0,440.0,1215.0,363.0,10.0,3.2,Hooked,1.0,0.5,0.75,31.0,40.32,0.5,0.769961977186312,3.58636363636364,41.3333333333333,41.3333333333333,41.3333333333333,41.3333333333333,20.6666666666667
220.0,440.0,1205.0,360.0,10.0,3.7,Hooked,1.0,1.0,0.75,31.0,35.12,0.5,0.769968051118211,3.55681818181818,41.3333333333333,41.3333333333333,41.3333333333333,41.3333333333333,41.3333333333333
220.0,440.0,1193.0,356.0,10.0,4.0,Hooked,1.0,1.5,0.75,31.0,40.16,0.5,0.770174306003873,3.52045454545454,41.3333333333333,41.3333333333333,41.3333333333333,41.3333333333333,62.0
220.0,440.0,1215.0,363.0,10.0,3.2,Crimped,0.75,0.5,0.75,25.0,39.84,0.5,0.769961977186312,3.58636363636364,33.3333333333333,25.0,33.3333333333333,25.0,16.6666666666667
220.0,440.0,1205.0,360.0,10.0,3.7,Crimped,0.75,1.0,0.75,25.0,36.8,0.5,0.769968051118211,3.55681818181818,33.3333333333333,25.0,33.3333333333333,25.0,33.3333333333333
220.0,440.0,1193.0,356.0,10.0,4.0,Crimped,0.75,1.5,0.75,25.0,43.84,0.5,0.770174306003873,3.52045454545454,33.3333333333333,25.0,33.3333333333333,25.0,50.0
190.1,322.0,1055.9,752.3,22.0,3.2,Hooked,1.0,0.19,0.5,30.0,29.0,0.590372670807453,0.583950890388231,5.61552795031056,60.0,60.0,60.0,60.0,11.4
191.2,324.0,1059.8,755.0,22.0,3.2,Hooked,1.0,0.38,0.5,30.0,40.0,0.590123456790123,0.583976195724047,5.60123456790123,60.0,60.0,60.0,60.0,22.8
190.3,322.0,1051.6,749.2,22.0,3.2,Hooked,1.0,0.57,0.5,30.0,35.0,0.590993788819876,0.583962683251888,5.59254658385093,60.0,60.0,60.0,60.0,34.2
191.6,324.0,1058.9,751.5,22.0,3.2,Hooked,1.0,0.76,0.5,30.0,48.0,0.591358024691358,0.584898365002209,5.58765432098765,60.0,60.0,60.0,60.0,45.6
191.6,324.0,1064.2,758.3,22.0,3.2,Hooked,1.0,0.19,0.75,60.0,42.0,0.591358024691358,0.583923182441701,5.625,80.0,80.0,80.0,80.0,15.2
191.2,324.0,1059.8,755.0,22.0,3.2,Hooked,1.0,0.38,0.75,60.0,40.0,0.590123456790123,0.583976195724047,5.60123456790123,80.0,80.0,80.0,80.0,30.4
191.4,324.0,1057.8,753.7,22.0,3.2,Hooked,1.0,0.57,0.75,60.0,35.0,0.590740740740741,0.583935964670163,5.59104938271605,80.0,80.0,80.0,80.0,45.6
191.2,324.0,1052.8,750.0,22.0,3.2,Hooked,1.0,0.76,0.75,60.0,34.0,0.590123456790123,0.583980474816951,5.5641975308642,80.0,80.0,80.0,80.0,60.8
185.0,410.0,915.0,866.0,20.0,2.0,Hooked,1.0,0.5,1.0,50.0,52.0,0.451219512195122,0.513756316676025,4.34390243902439,50.0,50.0,50.0,50.0,25.0
185.0,410.0,915.0,866.0,20.0,4.0,Hooked,1.0,1.0,1.0,50.0,50.0,0.451219512195122,0.513756316676025,4.34390243902439,50.0,50.0,50.0,50.0,50.0
168.0,373.0,800.0,975.0,14.0,3.0,Crimped,0.75,0.51,1.0,60.0,41.23,0.450402144772118,0.450704225352113,4.75871313672922,60.0,45.0,60.0,45.0,30.6
168.0,373.0,800.0,975.0,14.0,2.8,Hooked,1.0,0.51,1.0,54.0,40.85,0.450402144772118,0.450704225352113,4.75871313672922,54.0,54.0,54.0,54.0,27.54
168.0,341.0,800.0,975.0,14.0,5.0,Crimped,0.75,0.51,1.0,60.0,55.08,0.49266862170088,0.450704225352113,5.20527859237537,60.0,45.0,60.0,45.0,30.6
168.0,341.0,800.0,975.0,14.0,5.7,Hooked,1.0,0.51,1.0,54.0,53.71,0.49266862170088,0.450704225352113,5.20527859237537,54.0,54.0,54.0,54.0,27.54
150.0,429.0,800.0,975.0,14.0,8.0,Crimped,0.75,0.51,1.0,60.0,41.79,0.34965034965035,0.450704225352113,4.13752913752914,60.0,45.0,60.0,45.0,30.6
150.0,429.0,800.0,975.0,14.0,8.0,Hooked,1.0,0.51,1.0,54.0,43.97,0.34965034965035,0.450704225352113,4.13752913752914,54.0,54.0,54.0,54.0,27.54
150.0,393.0,800.0,975.0,14.0,9.0,Crimped,0.75,0.51,1.0,60.0,54.72,0.381679389312977,0.450704225352113,4.51653944020356,60.0,45.0,60.0,45.0,30.6
150.0,393.0,800.0,975.0,14.0,10.0,Hooked,1.0,0.51,1.0,54.0,57.29,0.381679389312977,0.450704225352113,4.51653944020356,54.0,54.0,54.0,54.0,27.54
150.0,393.0,800.0,975.0,14.0,11.0,Crimped,0.75,0.51,1.0,60.0,67.62,0.381679389312977,0.450704225352113,4.51653944020356,60.0,45.0,60.0,45.0,30.6
150.0,393.0,800.0,975.0,14.0,10.0,Hooked,1.0,0.51,1.0,54.0,62.6,0.381679389312977,0.450704225352113,4.51653944020356,54.0,54.0,54.0,54.0,27.54
167.0,375.0,805.0,982.0,14.0,0.5,Hooked,1.0,0.51,1.0,60.0,40.1,0.445333333333333,0.450475657526581,4.76533333333333,60.0,60.0,60.0,60.0,30.6
123.0,431.0,882.0,893.0,14.0,11.4,Hooked,1.0,0.49,1.0,60.0,50.6,0.28538283062645,0.496901408450704,4.11832946635731,60.0,60.0,60.0,60.0,29.4
151.0,439.0,818.0,998.0,14.0,4.4,Hooked,1.0,0.52,1.0,60.0,49.4,0.343963553530752,0.450440528634361,4.13667425968109,60.0,60.0,60.0,60.0,31.2
162.0,331.0,775.0,946.0,14.0,0.5,Hooked,1.0,0.49,1.0,60.0,48.0,0.489425981873112,0.450319581638582,5.19939577039275,60.0,60.0,60.0,60.0,29.4
123.0,381.0,856.0,855.0,14.0,6.3,Hooked,1.0,0.48,1.0,60.0,66.5,0.322834645669291,0.500292226767972,4.49081364829396,60.0,60.0,60.0,60.0,28.8
151.0,394.0,803.0,980.0,14.0,4.7,Hooked,1.0,0.51,1.0,60.0,66.7,0.383248730964467,0.450364554122266,4.5253807106599,60.0,60.0,60.0,60.0,30.6
164.0,366.0,785.0,957.0,14.0,0.8,Hooked,1.0,0.5,1.0,54.0,38.2,0.448087431693989,0.450631458094145,4.75956284153005,54.0,54.0,54.0,54.0,27.0
127.0,424.0,872.0,872.0,14.0,11.2,Hooked,1.0,0.49,1.0,54.0,46.5,0.299528301886792,0.5,4.11320754716981,54.0,54.0,54.0,54.0,26.46
145.0,419.0,781.0,952.0,14.0,4.7,Hooked,1.0,0.5,1.0,54.0,42.3,0.346062052505967,0.45066358915176,4.13603818615752,54.0,54.0,54.0,54.0,27.0
158.0,338.0,793.0,967.0,14.0,0.6,Hooked,1.0,0.51,1.0,54.0,50.0,0.467455621301775,0.450568181818182,5.20710059171598,54.0,54.0,54.0,54.0,27.54
123.0,382.0,858.0,860.0,14.0,6.3,Hooked,1.0,0.48,1.0,54.0,56.0,0.321989528795811,0.49941792782305,4.49738219895288,54.0,54.0,54.0,54.0,25.92
144.0,378.0,771.0,939.0,14.0,4.1,Hooked,1.0,0.49,1.0,54.0,48.6,0.380952380952381,0.450877192982456,4.52380952380952,54.0,54.0,54.0,54.0,26.46
162.0,331.0,776.0,946.0,14.0,0.6,Hooked,1.0,0.74,1.0,60.0,49.2,0.489425981873112,0.450638792102207,5.202416918429,60.0,60.0,60.0,60.0,44.4
134.0,414.0,845.0,846.0,14.0,6.0,Hooked,1.0,0.74,1.0,60.0,63.7,0.323671497584541,0.499704316972206,4.08454106280193,60.0,60.0,60.0,60.0,44.4
149.0,382.0,743.0,902.0,14.0,4.6,Hooked,1.0,0.72,1.0,60.0,51.1,0.390052356020942,0.451671732522796,4.30628272251309,60.0,60.0,60.0,60.0,43.2
159.0,325.0,761.0,928.0,14.0,0.7,Hooked,1.0,0.73,1.0,54.0,46.3,0.489230769230769,0.450562462995856,5.19692307692308,54.0,54.0,54.0,54.0,39.42
131.0,405.0,885.0,885.0,14.0,6.7,Hooked,1.0,0.75,1.0,54.0,69.6,0.323456790123457,0.5,4.37037037037037,54.0,54.0,54.0,54.0,40.5
145.0,373.0,741.0,903.0,14.0,4.5,Hooked,1.0,0.72,1.0,54.0,50.9,0.388739946380697,0.450729927007299,4.40750670241287,54.0,54.0,54.0,54.0,38.88
195.0,342.0,701.0,1143.0,20.0,10.3,No fiber,0.0,0.0,0.0,0.0,24.64,0.570175438596491,0.380151843817787,5.39181286549708,0.0,0.0,0.0,0.0,0.0
195.0,342.0,701.0,1143.0,20.0,10.3,Hooked,1.0,0.3,0.75,30.0,29.3333333333333,0.570175438596491,0.380151843817787,5.39181286549708,40.0,40.0,40.0,40.0,12.0
195.0,342.0,701.0,1143.0,20.0,10.3,Hooked,1.0,0.3,0.75,30.0,30.6285714285714,0.570175438596491,0.380151843817787,5.39181286549708,40.0,40.0,40.0,40.0,12.0
195.0,342.0,701.0,1143.0,20.0,10.3,Hooked,1.0,0.9,0.75,30.0,26.6666666666667,0.570175438596491,0.380151843817787,5.39181286549708,40.0,40.0,40.0,40.0,36.0
195.0,342.0,701.0,1143.0,20.0,10.3,Hooked,1.0,1.2,0.75,30.0,27.352380952381,0.570175438596491,0.380151843817787,5.39181286549708,40.0,40.0,40.0,40.0,48.0
195.0,342.0,701.0,1143.0,20.0,10.3,Hooked,1.0,1.5,0.75,30.0,30.4761904761905,0.570175438596491,0.380151843817787,5.39181286549708,40.0,40.0,40.0,40.0,60.0
185.0,308.3,723.9,1232.7,20.0,0.0,No fiber,0.0,0.0,0.0,0.0,26.672,0.600064871878041,0.369978534191966,6.34641582873824,0.0,0.0,0.0,0.0,0.0
185.0,308.3,730.9,1198.2,20.0,0.0,Hooked,1.0,0.35,0.75,35.0,33.6,0.600064871878041,0.378881343631745,6.25721699643205,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,16.3333333333333
185.0,308.3,733.9,1183.4,20.0,0.3083,Hooked,1.0,0.5,0.75,35.0,30.48,0.600064871878041,0.382777864705576,6.21894258838793,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,23.3333333333333
